id,account_id,active_topics,bps_plan,decline_rate,purchased_posts,declined_posts,last_purchase_at,other_info,plan_words,plan_name,primary_industry,queued_posts,submitted_posts,preferred_writers,state,recently_started_on,recently_canceled_on,current_lifetime_days
15184,26405,2,Content,0.6666666666666666,6,12,2018-07-02T00:00:00.000-06:00,"We're a SaaS company providing a Telehealth platform that offers HIPAA-compliant video conferencing for medical providers to meet with patients (or anyone needing a secure video connection).
For example, universities use us for clinical supervision of trainings; K-12 teachers use our platform for speech and autism therapy; in other words, we're not limited to MDs but we did make the platform for them and Behavioral Health therapists.

Our platform makes it easy to send meeting invites, send/receive encrypted messages/files and of course, to video conference. (We offer much more that you can find in the features section of the website. https://www.securevideo.com/#features

So far we're still a niche service, but we're increasingly popular with new legislation.",300,Annual Basic - 300 words,Healthcare/Medical,4,22,9,active,2017-11-02T00:00:00.000-06:00,,246
15185,16772,3,Content,0.08333333333333333,33,3,2018-07-05T00:00:00.000-06:00,"Please check out http://blog.retreatatsevenbridges.com/ for inspiration for these posts

Comfortable and quiet living in Keller, Texas.  Close to Keller Town Center and Southlake Town Center.

The goal of the blog post is to highlight one or two local events or neighborhood hotspots such as restaurants, shops, etc. in the area as an indirect way of showcasing the apartment community itself. The apartment serves older families or couples with an age range of 40-50 years old with or without children. 

Post themes could include best breakfast spots, upcoming festivals (for an older crowd) within the next month, nearby restaurants etc. 

When choosing an event, pick events that are at least 14 days out from when you submit your post.

If writing about a restaurant - do not just list out menu items and their ingredients. Go into more detail the atmosphere, fun facts about the restaurant etc.

If writing about a business - do not just list services. Include fun facts, atmosphere, etc.

Link the provided apartment website to a relevant word/phrase. Be sure to include a mention/link to the apartments and end the post with a call-to-action statement (ie: contact us today to learn more!).

**Do not use the words “tenant” and “complex”. Instead use ""resident"" or ""community""
**Do not write about anything with a religious affiliation
**Incorporate the tagline ""Live Elegantly"" in the end of posts",300,Basic - 300 words,Real Estate (Commercial),3,40,86,active,2017-11-02T00:00:00.000-06:00,,246
15186,6439,0,Content,0.14285714285714285,18,3,2018-01-30T00:00:00.000-07:00,,600,Basic - 600 words,Marketing & Advertising,0,21,2,expired,2017-11-03T00:00:00.000-06:00,2018-01-17T00:00:00.000-07:00,92
15189,26565,3,+Photo,0.18333333333333332,49,11,2018-07-03T00:00:00.000-06:00,"We're a market leading B2B energy company in the UK. We use our business blog to boost organic traffic while also providing fun and engaging content. We tend to come out of the relms of B2B and blog about all sorts of things which may interest businesses. We like topical content, but will blog about anything with an energy link. Our tone of voice is very relaxed and uses contractions wherever possible.",600,Basic - 600 words,Other,0,61,6,active,2017-11-21T00:00:00.000-07:00,,227
15192,10589,0,Content,0.1891891891891892,30,7,2018-04-30T00:00:00.000-06:00,"Ministry Travel is an experienced travel management company who helps churches and other organizations put together group travel for missions and humanitarian efforts. Our blog should be for those who are in charge of planning missions as well as those who are a part of mission trips. Faith is important, but we can't be heavy handed with it because it can look forced.

Use an Oxford comma, always. Em dash should be (words—words—words) with no spaces. No calls to action are necessary. This will live on a blog with plenty of CTA's.

Extra Notes:
- NO articles about how to pack in any way shape or form
- We would love to have first-person narratives that highlight your experiences with missionary work or charitable trips.
- We are open to topic suggestions
- We need a good mix of articles that appeal to the organization leaders who are planning these trips as well as the people that are going on the trips.
- The more specific our posts can be the better. For example: consider writing a post that focuses on the logistics, preparation, challenges, etc. of a car wash rather than providing a list of 5 fundraising ideas. Tell the whole story. Turn it into a helpful case study. This is far more helpful to our readers than vague suggestions. ",1000,Basic - 1000 words,Travel,0,37,6,expired,2017-11-03T00:00:00.000-06:00,2018-04-30T00:00:00.000-06:00,181
15193,10589,3,Content,0.21311475409836064,48,13,2018-07-05T00:00:00.000-06:00,"Safe Harbors provides corporate travel management. They book travel for your employees, help you manage the costs associated with travel, keep track of your travelers all over the world, and book group travel for events. They're also a great group of people to work with. You will write on behalf of the president of Safe Harbors, Jay Ellenby. He has been in the travel industry for years and is also the president of ASTA, American Society of Travel Agents.

We would like posts that are directed at the people who are booking these trips, not the traveler. Posts should speak to the HR manager, senior managers, and even accounting. Provide news that is pertinent to corporate travel, but avoid being brand-specific.   

Use an Oxford comma, always. Em dash should be (words—words—words) with no spaces. No calls to action are necessary. This will live on a blog with plenty of CTA's.

Extra Notes:
- NO articles about how to pack in any way shape or form
- No redundancy: do not add fluff to posts. Every sentence should add something to the overall message.
- Do not use the company name in your article, as this sounds pushy and overly sales-oriented. We want informative blog posts",1000,Basic - 1000 words,Travel,4,66,9,active,2017-11-03T00:00:00.000-06:00,,245
15195,24640,25,Content,0.125,21,3,2018-05-15T00:00:00.000-06:00,"We are a decorative lighting company selling high-end, high-quality, luxury fixtures across the following lighting categories: outdoor, bathroom, chandeliers, pendants, ceiling and wall. 

While we know there are many lighting brands out there, we're unique in that we sell direct to the public and ony online. Furthermore, we're highly focused on social consciousness and giving back to our community. A portion of our profits are donated to charity each quarter.

Our target market is home owners in the U.S., but we don't specify beyond that, as we've found our customers vary in ages, races, genders etc. Much of our online marketing focuses on social, which has been particularly engaging with the millennial generation. We see this group as a growing opportunity for our brand, especially since many identify with our mission and brand message. 

As an online only brand, our go-to-market strategy focuses on currating a superb collection of images and content for each product, so customers can make an informed purchase.  We encourage you to look at are imagery and product catalog to get a sense of how we present our brand!",300,Basic - 300 words,E-commerce,7,31,0,active,2017-11-03T00:00:00.000-06:00,,245
15196,25316,2,Content,0.25,21,7,2018-06-21T00:00:00.000-06:00,"At Advanced Career Institute, students gain the quality education and training needed to start a new career. Our programs combine both hands-on experience and in-class technical training for California truck driving, commercial and school bus driving, and welding. We have three campuses located throughout California’s Central San Joaquin Valley in Fresno, Visalia, and Merced, California. Our clients are typically training adults or non-traditional students so bullet points are a must for blog posts. ",300,Basic - 300 words,Education,4,33,13,active,2017-11-03T00:00:00.000-06:00,,245
15197,25316,1,Content,0.3333333333333333,22,11,2018-06-21T00:00:00.000-06:00,"Milwaukee Career College is conveniently located in the center of Milwaukee, Wisconsin. MCC is a career college focused on hands-on learning. MCC provides a high-quality education in the Dental, Medical and Veterinary fields that enable our graduates to acquire career skills that really work. Our students are typically coming out of high school or in their twenties looking to earn a degree quickly and begin making better money. ",300,Basic - 300 words,Education,2,38,13,active,2017-11-03T00:00:00.000-06:00,,245
15198,25316,0,Content,0.32,17,8,2018-06-28T00:00:00.000-06:00,"Career Technical Institute is one of Washington DC’s premier adult education and career training school. CTI offers training to help students pursue careers in office management, healthcare services, hospitality and information technology.I n addition to hands-on, job-specific skills, we also provide training in searching for, preparing for and interviewing for open positions in your chosen career field. CTI commonly sees adults of all ages coming in their doors looking to earn a degree quickly.",300,Basic - 300 words,Education,3,28,13,active,2017-11-03T00:00:00.000-06:00,,245
15199,26569,4,+Photo,0.0,8,0,2018-01-27T00:00:00.000-07:00,"We want to keep the content light, yet informative. Keeping up-to-date with industry trends, local feel, heavy focus on Invisalign as treatment process in our office. ",600,Basic - 600 words,Health & Beauty,1,15,2,expired,2017-11-03T00:00:00.000-06:00,2018-01-27T00:00:00.000-07:00,92
15200,16772,3,Content,0.029411764705882353,33,1,2018-07-05T00:00:00.000-06:00,"
Please check out http://blog.armstrongatknox.com/ for inspiration for these posts

This blog is for apartments located in Fort Worth, Texas. They’re located in the cultural center of Fort Worth, located near the blossoming 7th Street market, Fort Worth Stockyards, Downtown Fort Worth, and Trinity Trails. They’re also close to Dallas and Arlington.

The goal of the blog post is to highlight one or two local events or neighborhood hotspots such as restaurants, shops, etc. in the area as an indirect way of showcasing the apartment community itself. **The residents are mostly young professionals, mostly without kids who are looking to maintain their youth. They’re 25-40 with an average income of $40,000 year.

**Do not specifically mention that the property is for young people

Post themes could include best breakfast spots, upcoming festivals within the next month, nearby restaurants etc. 

When choosing an event, pick events that are at least 14 days out from when you submit your post.

If writing about a restaurant - do not just list out menu items and their ingredients. Go into more detail the atmosphere, fun facts about the restaurant etc.

If writing about a business - do not just list services. Include fun facts, atmosphere, etc.

Link the provided apartment website to a relevant word/phrase. Be sure to include a mention/link to the apartments and end the post with a call-to-action statement (ie: contact us today to learn more!).

**Do not use the words “tenant” and “complex”. Instead use ""resident"" or ""community""
**Do not write about anything with a religious affiliation

**Please incorporate the tagline, ""Where Cowtown and Culture Collide"" into every post.",300,Basic - 300 words,Real Estate (Residential),5,39,86,active,2017-11-03T00:00:00.000-06:00,,245
15201,16772,2,Content,0.058823529411764705,32,2,2018-07-03T00:00:00.000-06:00,"Please check out http://blog.armstrongatknox.com/ for inspiration for these posts

This blog is for apartments located in downtown Dallas. They’re located near Uptown Dallas and the Dallas Arts District. They’re near Fort Worth and Arlington so if residents ever want to get out of Dallas entertainment is a short drive away 

The goal of the blog post is to highlight one or two local events or neighborhood hotspots such as restaurants, shops, etc. in the area as an indirect way of showcasing the apartment community itself. **The residents are young professionals, typically without children, who are middle income and looking for a good first or second place while they work up the corporate ladder. The property can be described as urban, artsy, and unique. 

**The property has a hair salon and a fitness center in it so don’t highlight any local competitors
**Do not mention that the property is for young people

Post themes could include best breakfast spots, upcoming festivals within the next month, nearby restaurants etc. 

When choosing an event, pick events that are at least 14 days out from when you submit your post.

If writing about a restaurant - do not just list out menu items and their ingredients. Go into more detail the atmosphere, fun facts about the restaurant etc.

If writing about a business - do not just list services. Include fun facts, atmosphere, etc.

Link the provided apartment website to a relevant word/phrase. Be sure to include a mention/link to the apartments and end the post with a call-to-action statement (ie: contact us today to learn more!).

**Do not use the words “tenant” and “complex”. Instead use ""resident"" or ""community""
**Do not write about anything with a religious affiliation

**Please incorporate the tagline, ""Urban Life, Urban Style"" into every post.",300,Basic - 300 words,Real Estate (Residential),6,41,86,active,2017-11-03T00:00:00.000-06:00,,245
15202,16772,2,Content,0.0,1,0,2017-11-10T00:00:00.000-07:00,"Please check out http://blog.armstrongatknox.com/ for inspiration for these posts

This blog is for apartments located just 18 miles north of downtown Dallas. They’re located near Addison and Carrollton, Texas as well and are close to the NorthPark Center and the Dallas Galleria.

The goal of the blog post is to highlight local events or neighborhood hotspots such as restaurants, shops, etc. in the area as an indirect way of showcasing the apartment community itself. 

Post themes could include best breakfast spots, upcoming festivals within the next month, nearby restaurants etc. 

When choosing an event, pick events that are at least 14 days out from when you submit your post.

If writing about a restaurant - do not just list out menu items and their ingredients. Go into more detail the atmosphere, fun facts about the restaurant etc.

If writing about a business - do not just list services. Include fun facts, atmosphere, etc.

Link the provided apartment website to a relevant word/phrase. Be sure to include a mention/link to the apartments and end the post with a call-to-action statement (ie: contact us today to learn more!).

**Do not use the words “tenant” and “complex”. Instead use ""resident"" or ""community""
**Do not write about anything with a religious affiliation (this includes religious holidays like Christmas, Hannukkah, Easter, etc.)
",250,Content - 250+ words,Real Estate (Residential),2,4,86,expired,2017-11-03T00:00:00.000-06:00,2017-11-10T00:00:00.000-07:00,30
15203,26570,10,+Optimize,0.14705882352941177,29,5,2018-01-25T00:00:00.000-07:00,"We have 4 lines of business.  

1. CoWorking 
2. Virtual Offices
3. Conference Rooms
4. Training Venues

We are a movement of purpose and happiness.  We are disguised as an office spreading the gospel of happiness.  ",600,Basic - 600 words,Real Estate (Commercial),0,34,3,expired,2017-11-03T00:00:00.000-06:00,2018-01-29T00:00:00.000-07:00,97
15204,16772,2,Content,0.1111111111111111,16,2,2018-06-12T00:00:00.000-06:00,"Please check out http://blog.armstrongatknox.com/ for inspiration for these posts

This blog is for apartments located in Northeast Albuquerque, New Mexico. Nearby is the Albuquerque Balloon Fiesta and Sandia Peak.

The goal of the blog post is to highlight one or two local events or neighborhood hotspots such as restaurants, shops, etc. in the area as an indirect way of showcasing the apartment community itself. The residents are young adults, with and without kids with a mid-range income and an active lifestyle. The apartments can be described as tranquil, stunning, and comfortable.

Post themes could include best breakfast spots, upcoming festivals within the next month, nearby restaurants etc. 

When choosing an event, pick events that are at least 14 days out from when you submit your post.

If writing about a restaurant - do not just list out menu items and their ingredients. Go into more detail the atmosphere, fun facts about the restaurant etc.

If writing about a business - do not just list services. Include fun facts, atmosphere, etc.

Link the provided apartment website to a relevant word/phrase. Be sure to include a mention/link to the apartments and end the post with a call-to-action statement (ie: contact us today to learn more!).

Do not use the words “tenant” and “complex”. Instead use ""resident"" or ""community""
**Do not write about anything affiliated with religion (this includes religious holidays like Christmas, Hannukkah, and Easter)",300,Basic - 300 words,Real Estate (Residential),3,22,86,active,2017-11-03T00:00:00.000-06:00,,245
15205,16772,2,Content,0.08571428571428572,32,3,2018-07-03T00:00:00.000-06:00,"Please check out http://blog.armstrongatknox.com/ for inspiration for these posts

This blog is for apartments located in Jacksonville, Florida. Nearby is the Mayo clinic, St. John's Town Center, Jacksonville Naval Complex, Atlantic Beach, and Neptune Beach.

The goal of the blog post is to highlight one or two local events or neighborhood hotspots such as restaurants, shops, etc. in the area as an indirect way of showcasing the apartment community itself. The residents are young couples, typically military, with and without families (ages 30-45) with a middle income. The property can be described as safe, resort-style, and comfortable.

Post themes could include best breakfast spots, upcoming festivals within the next month, nearby restaurants etc. 

When choosing an event, pick events that are at least 14 days out from when you submit your post.

If writing about a restaurant - do not just list out menu items and their ingredients. Go into more detail the atmosphere, fun facts about the restaurant etc.

If writing about a business - do not just list services. Include fun facts, atmosphere, etc.

Link the provided apartment website to a relevant word/phrase. Be sure to include a mention/link to the apartments and end the post with a call-to-action statement (ie: contact us today to learn more!).

IMPORTANT
**Do not use the words “tenant” and “complex”. Instead use ""resident"" or ""community""
**Do not mention residents’ age or anything about nearby University of North Florida
**Do not write about anything affiliated with religion (this includes religious holidays like Christmas, Hannukkah, and Easter)",300,Basic - 300 words,Real Estate (Residential),5,40,86,active,2017-11-03T00:00:00.000-06:00,,245
15206,16772,2,Content,0.058823529411764705,16,1,2018-06-28T00:00:00.000-06:00,"Please check out http://blog.armstrongatknox.com/ for inspiration for these posts

This blog is for an apartments community located in Phoenix, Arizona. 

The goal of the blog post is to highlight one or two local events or neighborhood hotspots such as restaurants, shops, etc. in the area as an indirect way of showcasing the apartment community itself. The residents are young couples, professional, typically without kids, middle income, not too wealthy but love an active lifestyle. The property can be described as open, clean, and relaxing. 

Nearby is Paradise Valley, Piestewa Peak, and Downtown Phoenix. 

Post themes could include best breakfast spots, upcoming festivals within the next month, nearby restaurants etc. 

When choosing an event, pick events that are at least 14 days out from when you submit your post.

If writing about a restaurant - do not just list out menu items and their ingredients. Go into more detail the atmosphere, fun facts about the restaurant etc.

If writing about a business - do not just list services. Include fun facts, atmosphere, etc.

Link the provided apartment website to a relevant word/phrase. Be sure to include a mention/link to the apartments and end the post with a call-to-action statement (ie: contact us today to learn more!).

IMPORTANT
**Do not use the words “tenant” and “complex”. Instead use ""resident"" or ""community""
**Do not write about anything affiliated with religion (this includes religious holidays like Christmas, Hannukkah, and Easter)
",300,Basic - 300 words,Real Estate (Residential),5,22,86,active,2017-11-03T00:00:00.000-06:00,,245
15207,16772,3,Content,0.09090909090909091,30,3,2018-06-15T00:00:00.000-06:00,"Please check out http://blog.armstrongatknox.com/ for inspiration for these posts

This blog is for an apartment community located in the Chenal Valley, near downtown Little Rock, Arkansas.

The goal of the blog post is to highlight one or two local events or neighborhood hotspots such as restaurants, shops, etc. in the area as an indirect way of showcasing the apartment community itself. The residents are mostly families who have a mid-range income. (Ages 30-45)

Nearby is The Promenade at Chenal, Pinnacle Mountain State Park, and downtown Little Rock.

Post themes could include best breakfast spots, upcoming festivals within the next month, nearby restaurants etc. 

When choosing an event, pick events that are at least 14 days out from when you submit your post.

If writing about a restaurant - do not just list out menu items and their ingredients. Go into more detail the atmosphere, fun facts about the restaurant etc.

If writing about a business - do not just list services. Include fun facts, atmosphere, etc.

Link the provided apartment website to a relevant word/phrase. Be sure to include a mention/link to the apartments and end the post with a call-to-action statement (ie: contact us today to learn more!).

IMPORTANT
**Do not use the words “tenant” and “complex”. Instead use ""resident"" or ""community""
**Do not write about anything affiliated with religion (this includes religious holidays like Christmas, Hannukkah, and Easter)",300,Basic - 300 words,Real Estate (Residential),6,40,86,active,2017-11-03T00:00:00.000-06:00,,245
15208,16772,2,Content,0.058823529411764705,32,2,2018-07-03T00:00:00.000-06:00,"Please check out http://blog.armstrongatknox.com/ for inspiration for these posts

This blog is for an apartment community located near downtown Fort Worth. The apartments are described as stunning, unique, and upgraded.

The goal of the blog post is to highlight one or two local events or neighborhood hotspots such as restaurants, shops, etc. in the area as an indirect way of showcasing the apartment community itself. The residents are mostly young professional couples. (Ages 25-40 without kids)

Post themes could include best breakfast spots, upcoming festivals within the next month, nearby restaurants etc. 

When choosing an event, pick events that are at least 14 days out from when you submit your post.

If writing about a restaurant - do not just list out menu items and their ingredients. Go into more detail the atmosphere, fun facts about the restaurant etc.

If writing about a business - do not just list services. Include fun facts, atmosphere, etc.

Link the provided apartment website to a relevant word/phrase. Be sure to include a mention/link to the apartments and end the post with a call-to-action statement (ie: contact us today to learn more!).

IMPORTANT
**Do not use the words “tenant” and “complex”. Instead use ""resident"" or ""community""
**Do not write about anything in Downtown Dallas
**Do not write about anything affiliated with religion (this includes religious holidays like Christmas, Hannukkah, and Easter)

** Please include the tagline ""Live Modern. Be Distinctive."" in the post",300,Basic - 300 words,Real Estate (Residential),5,40,86,active,2017-11-03T00:00:00.000-06:00,,245
15209,26571,1,Content,0.1111111111111111,8,1,2018-06-24T00:00:00.000-06:00,,600,Basic - 600 words,Other,0,9,0,active,2017-11-04T00:00:00.000-06:00,,244
15214,26576,1,Content,0.25,6,2,2017-11-18T00:00:00.000-07:00,"I want my post to be informative and not DYI informative.  I'm a high-end luxury design firm and I want potential clients to be inspired to reach out and hire me because they know they need an expert.  
It doesnt have to be stuffy...can be light-hearted with humor

",250,Content - 250+ words,Interior Decoration,2,10,2,expired,2017-11-13T00:00:00.000-07:00,2017-11-21T00:00:00.000-07:00,30
15220,26271,0,Content,0.0,2,0,2017-11-07T00:00:00.000-07:00,This subscription is for one-time topics that I will post on my account.,900,Content - 900+ words,Healthcare/Medical,0,2,0,expired,2017-11-05T00:00:00.000-06:00,2017-11-10T00:00:00.000-07:00,30
15225,26585,0,Content,0.5,12,12,2018-02-18T00:00:00.000-07:00,"Honestly, I wish I had more time to write my own blog.  I've heard good things about blogmutt and willing to give it a try. 

I'm a Licensed Marriage and Family Therapist and AASECT Certified Sex Therapist. I really would like more blogs on affair recovery and fun light hearted facts to spice up intimate relationships. Keeping blogs professional particularly when talking about sex is a must. Strong opinions as well as anything that sounds like therapy need to be avoided. I would like all blogs to end with encouragement to seek more help from my practice. Please feel free to contact me for more information.  ",300,Basic - 300 words,Other,4,30,6,expired,2017-11-06T00:00:00.000-07:00,2018-01-25T00:00:00.000-07:00,92
15226,23007,0,Content,0.0,1,0,2017-11-08T00:00:00.000-07:00,,1500,Basic - 1500 words,Marketing & Advertising,0,1,9,expired,2017-11-06T00:00:00.000-07:00,2018-05-09T00:00:00.000-06:00,197
15227,23175,0,Content,0.05263157894736842,18,1,2018-06-28T00:00:00.000-06:00,"** Please could our preferred writer Sarah write these blogs.

These longer blogs will be more general topics – one-off topics. There will need to be 1 post for Farcroft and 1 post for Ravenoak each month.

Our client specialises in 'high-end' restoration services. They work with private clients, insurance companies and commercial too - restoring fine art, furnishings and other valuable and/or sentimental pieces. 

Farcroft are smashing the insurance industry but we would like to reach out to stately homes, auction houses and museums going forward. These are the target industries we want to appeal to. The blogs are not to be salesy - but to help promote Farcroft to be an industry leader in a niche market. Please avoid any general repair work.",600,Basic - 600 words,Home Repair & Home Maintenance,0,19,3,active,2017-11-07T00:00:00.000-07:00,,241
15229,26586,14,Content,0.625,27,45,2018-05-28T00:00:00.000-06:00,"I like the text to be digestible, bullet points, multiple headers, lists, tips and tricks, i.e. 5 ways to redirect a recruiters focus..see what I post on instagram and facebook but most of my work is around making decisions, showing up your best self, creating change by changing habits, small shifts create change, making time for fun, identifying what your best job would be , bringing art into your life-vision boards  book chats with women the importance of being connected. My potential clients are  talking about making moves around their careers...changing them, starting them, recreating them, showing up differently in one,launching a new one. My coaching/mentoring practice is dedicated to creating the partnership needed to create action and maintain traction, getting things done! I am offering a holiday special that will give you one month (I usually start with 3 months) of weekly private coaching..and all the support that goes with that. If you are interested just PM me to set up a call to get more info or share this with a friend..grateful for wonderful referrals my business has been built on just that! read the testimonials on my site",300,Basic - 300 words,Business Consulting,24,101,18,active,2017-11-06T00:00:00.000-07:00,,242
15230,16772,2,Content,0.0,16,0,2018-06-26T00:00:00.000-06:00,"Please check out http://blog.armstrongatknox.com/ for inspiration for these posts

This blog is for apartments located in Albuquerque, New Mexico. Nearby is the Arroyo del Orso Park and the Balloon Fiesta Park.

The goal of the blog post is to highlight one or two local events or neighborhood hotspots such as restaurants, shops, etc. in the area as an indirect way of showcasing the apartment community itself. The residents are active young professionals, 24-35, couples, singles, and roommates. Please use the slogan: ""Life: Experienced"" in each blog post.

Post themes could include best breakfast spots, upcoming festivals within the next month, nearby restaurants etc. 

When choosing an event, pick events that are at least 14 days out from when you submit your post.

If writing about a restaurant - do not just list out menu items and their ingredients. Go into more detail the atmosphere, fun facts about the restaurant etc.

If writing about a business - do not just list services. Include fun facts, atmosphere, etc.

Link the provided apartment website to a relevant word/phrase. Be sure to include a mention/link to the apartments and end the post with a call-to-action statement (ie: contact us today to learn more!).

Do not use the words “tenant” and “complex”. Instead use ""resident"" or ""community""",300,Basic - 300 words,Real Estate (Residential),5,21,86,active,2017-11-06T00:00:00.000-07:00,,242
15231,16772,2,Content,0.15789473684210525,16,3,2018-06-27T00:00:00.000-06:00,"Please check out http://blog.armstrongatknox.com/ for inspiration for these posts.

This blog is for apartments located in Fort Worth, Texas. Nearby is Downtown Fort Worth, and features an outdoor grilling island, a fireplace, and a bocce ball court. The community is pet-friendly with some restrictions.

The goal of the blog post is to highlight one or two local events or neighborhood hotspots such as restaurants, shops, etc. in the area as an indirect way of showcasing the apartment community itself. The residents are young adults, with and without kids with a mid-range income and an active lifestyle. The apartments can be described as tranquil, stunning, and comfortable.

Post themes could include best breakfast spots, upcoming festivals within the next month, nearby restaurants etc. 

When choosing an event, pick events that are at least 14 days out from when you submit your post.

If writing about a restaurant - do not just list out menu items and their ingredients. Go into more detail the atmosphere, fun facts about the restaurant etc.

If writing about a business - do not just list services. Include fun facts, atmosphere, etc.

Link the provided apartment website to a relevant word/phrase. Be sure to include a mention/link to the apartments and end the post with a call-to-action statement (ie: contact us today to learn more!).

Do not use the words “tenant” and “complex”. Instead, use ""resident"" or ""community"".",300,Basic - 300 words,Real Estate (Commercial),3,22,86,active,2017-11-06T00:00:00.000-07:00,,242
15232,16772,2,Content,0.1111111111111111,32,4,2018-07-03T00:00:00.000-06:00,"Please check out http://blog.armstrongatknox.com/ for inspiration for these posts

This blog is for apartments located in Pooler, GA. Nearby is the Savannah International Airport and beach. The community is pet-friendly, with certain restrictions.

The goal of the blog post is to highlight one or two local events or neighborhood hotspots such as restaurants, shops, etc. in the area as an indirect way of showcasing the apartment community itself. 

Post themes could include best breakfast spots, upcoming festivals within the next month, nearby restaurants etc. 

When choosing an event, pick events that are at least 14 days out from when you submit your post.

If writing about a restaurant - do not just list out menu items and their ingredients. Go into more detail the atmosphere, fun facts about the restaurant etc.

If writing about a business - do not just list services. Include fun facts, atmosphere, etc.

Link the provided apartment website to a relevant word/phrase. Be sure to include a mention/link to the apartments and end the post with a call-to-action statement (ie: contact us today to learn more!).

Do not use the words “tenant” and “complex”. Instead, use ""resident"" or ""community"".",300,Basic - 300 words,Real Estate (Residential),3,39,86,active,2017-11-06T00:00:00.000-07:00,,242
15233,16772,2,Content,0.1794871794871795,32,7,2018-07-03T00:00:00.000-06:00,"Please check out http://blog.armstrongatknox.com/ for inspiration for these posts.

This blog is for apartments located near Houston, Texas. The community is pet-friendly and described as spacious, relaxing, and neighborly. 

The goal of the blog post is to highlight one or two local events or neighborhood hotspots such as restaurants, shops, etc. in the area as an indirect way of showcasing the apartment community itself. 

Post themes could include best breakfast spots, upcoming festivals within the next month, nearby restaurants etc. 

When choosing an event, pick events that are at least 14 days out from when you submit your post.

If writing about a restaurant - do not just list out menu items and their ingredients. Go into more detail the atmosphere, fun facts about the restaurant etc.

If writing about a business - do not just list services. Include fun facts, atmosphere, etc.

Link the provided apartment website to a relevant word/phrase. Be sure to include a mention/link to the apartments and end the post with a call-to-action statement (ie: contact us today to learn more!).

Do not use the words “tenant” and “complex”. Instead, use ""resident"" or ""community"".",300,Basic - 300 words,Real Estate (Commercial),3,43,86,active,2017-11-06T00:00:00.000-07:00,,242
15234,16772,2,Content,0.1111111111111111,32,4,2018-06-25T00:00:00.000-06:00,"Please check out http://blog.armstrongatknox.com/ for inspiration for these posts.

This blog is for apartments located in Tulsa, Oklahoma. The community is pet-friendly and described as open. They have several unique amenities including a wifi zone and two resort-style pools.

The goal of the blog post is to highlight one or two local events or neighborhood hotspots such as restaurants, shops, etc. in the area as an indirect way of showcasing the apartment community itself. 

Post themes could include best breakfast spots, upcoming festivals within the next month, nearby restaurants etc. 

When choosing an event, pick events that are at least 14 days out from when you submit your post.

If writing about a restaurant - do not just list out menu items and their ingredients. Go into more detail the atmosphere, fun facts about the restaurant etc.

If writing about a business - do not just list services. Include fun facts, atmosphere, etc.

Link the provided apartment website to a relevant word/phrase. Be sure to include a mention/link to the apartments and end the post with a call-to-action statement (ie: contact us today to learn more!).

Do not use the words “tenant” and “complex”. Instead, use ""resident"" or ""community"".",300,Basic - 300 words,Real Estate (Commercial),2,38,86,active,2017-11-06T00:00:00.000-07:00,,242
15236,16772,2,Content,0.11428571428571428,31,4,2018-06-29T00:00:00.000-06:00,"Please check out http://blog.armstrongatknox.com/ for inspiration for these posts.

This blog is for apartments located near Murfreesboro, TN. The community is pet-friendly and described as serene, friendly, and open. It has unique amenities such as Boat and RV parking, a car care center, and a sand volleyball court. 

The goal of the blog post is to highlight one or two local events or neighborhood hotspots such as restaurants, shops, etc. in the area as an indirect way of showcasing the apartment community itself. 

Post themes could include best breakfast spots, upcoming festivals within the next month, nearby restaurants etc. 

When choosing an event, pick events that are at least 14 days out from when you submit your post.

If writing about a restaurant - do not just list out menu items and their ingredients. Go into more detail the atmosphere, fun facts about the restaurant etc.

If writing about a business - do not just list services. Include fun facts, atmosphere, etc.

Link the provided apartment website to a relevant word/phrase. Be sure to include a mention/link to the apartments and end the post with a call-to-action statement (ie: contact us today to learn more!).

Do not use the words “tenant” and “complex”. Instead, use ""resident"" or ""community"".",300,Basic - 300 words,Real Estate (Residential),5,40,86,active,2017-11-06T00:00:00.000-07:00,,242
15237,16772,2,Content,0.1388888888888889,31,5,2018-06-27T00:00:00.000-06:00,"Please check out http://blog.armstrongatknox.com/ for inspiration for these posts.

This blog is for apartments located near Knoxville, TN. The community is pet-friendly and described as familial, off the beaten path and expansive. It is located close to Downtown Knoxville. 

The goal of the blog post is to highlight one or two local events or neighborhood hotspots such as restaurants, shops, etc. in the area as an indirect way of showcasing the apartment community itself. 

Post themes could include best breakfast spots, upcoming festivals within the next month, nearby restaurants etc. 

When choosing an event, pick events that are at least 14 days out from when you submit your post.

If writing about a restaurant - do not just list out menu items and their ingredients. Go into more detail the atmosphere, fun facts about the restaurant etc.

If writing about a business - do not just list services. Include fun facts, atmosphere, etc.

Link the provided apartment website to a relevant word/phrase. Be sure to include a mention/link to the apartments and end the post with a call-to-action statement (ie: contact us today to learn more!).

Do not use the words “tenant” and “complex”. Instead, use ""resident"" or ""community"".",300,Basic - 300 words,Real Estate (Commercial),6,43,86,active,2017-11-06T00:00:00.000-07:00,,242
